,text,Anger,Fear,Happiness,Hatred,Sadness,Wonder
17083,گیرد و با توسعه ظرفیت‌های علمی، اقتصادی، سیاسی، اجتماعی و فرهنگی در کشور، در جهت بهره‌برداری بهینه از منابع ملی اقدام گردد. در این مسیر دولت می‌تواند درآمدهای حاصل از نفت را در زمینه توسعه مزیتهای نسبی بخش صنعت و کشاورزی و بخش خدمات سرمایه‌گذاری کرده و با متنوع‌سازی کالاها و,0,0,0,0,0,0
17085,بیا اینم یکی دیگه اش عکس انداخته فکر کرده واقعا اوخ شده با ماسک آن کجا و این کجا! ,0,0,0,0,0,0
17090,با اجازه کاپی میکنمش ⁦ ⁩,0,0,0,0,0,0
17097,کاش مث بچگیا میشد کفشاتو قایم کرد که نری!!,0,0,0,0,0,0
17099,و پس از آن تنها با گرمای لباس‌های ضمخت بافتنی خودمان سر کنیم.,0,0,0,0,0,0
17101,فوتبالی و اهل تماشای بازی فوتبال نیستم اما هر بار که تیم تراکتور سازی تبریز بازی دارد رفتار زشت بعضی از طرفداران این تیم باعث خجالت برای ما تبریزی هاست شهر مفاخر و اولین ها رفتارهای زشت و زننده توهین فحش و شعارهای ناسیونالیستی کافی نبود کار به تمسخر عزای سنتی شاخسی رسیده,0,0,0,0,0,0
17105,بابا من مدت هاست که می گم:)),0,0,0,0,0,0
17110,ایشالا تا تولدت میرم :))))),0,0,0,0,0,0
17114,زیرخاکی بودم واس گنج یابت لَنگ بودی بودم تنها دریابت عشقی واس تموم ایامت ایزوگامِ زیر بارون پشت بامت حتی شکاری که تو اوج ناامیدیت افتاده بودم تو دامت.,0,0,0,0,0,0
17117,بیا حرف بزنیم در خدمتم بانو,0,0,0,0,0,0
17121,بهش بگو غوغا نکنه فقط پشتشو به ما بکنه,0,0,0,0,0,0
17122,ان شاالله شفای عاجل و کامل نگران نباشید یه سوره مبارکه یس بخوانید و ثوابش را هدیه کنید به مادر و پدر امام زمان عج و امام هادی ع و حضرت آیت الله حق شناس ره ان شاالله همه چیز به خیر و خوشی تموم میشه,0,0,0,0,0,0
17129,"@username بله واقعا
حالم خراب بود رفتم دیدم توییتاشو الان فکم درد گرفته انقدر خندیدم 🤣",0,0,0,0,0,0
17132,قالیباف سر بزنگاه با تصمیم و اشتباه غلط صحنه انتخابات رو ترک کرد و باعث پیروزی روحانی شد. کسی که تحلیل جامع از شرایط نداره و تحت تاثیر اطرافیانش است دیگه برای انتخاب شدن شانسی نداره.,0,0,0,0,0,0
17135,اگه میخواست بره با رتبه ده کنکور خیلی راحت میتونست بره. بعدم تو این موارد سندی به طرف نمیدن که مثلا تو ستاره دار شدی. مدرکی نمیدن که چرا اخراج شده.,0,0,0,0,0,0
17138," دوستان تمام تلاش خودتون رو برای رساندن پیام و راضی کردن نماینده های استان خود بکنید انشاالله زحمات ما جوابگو خواهد بود
#تعوی…",0,0,0,0,0,0
17141," با تعویق کنکور سراسری جلوی موج سوم را بگیرید🙏💜
#روحانی_کمک_به_تعویق_کنکور
#روحانی_امید_تعویق_کنکور
#روحانی_کمک",0,0,0,0,0,0
17146,@username هیچی با همین فرمون ادامه بدیم,0,0,0,0,0,0
17149,فقط نود خودتون قبوله بچه ها به نود برتر جوایز ارزنده ای اهدا‌ میشود باتشکر‌ از اسپانسر مالی مسابقه @username,0,0,0,0,0,0
17153,میدونی خوشگلی در اصل هیچ ربطی ب قیافه نداره، درباره ی رنگ مو یا سایز یا شکل نیست، همه ش اینجاست،ب نوع راه رفتن،فکر کردن و صحبت کردن آدم بستگی داره! کفش های آبی ژوان هریس,0,0,0,0,0,0
17155,جلو چشم ما هی قربون صدقه ی هم برید ما خوشمون میاد ,0,0,1,0,0,0
17156, رتبه کنکورتونو لول کنید چون ب هیچ درد نمیخوره😂,0,0,0,0,0,0
17157,اگه منظورت از دوره کوتاه مثلا شش ماه هستش، دوره power english آقای aj hoge رو بگیر. تضمینی. توی اپ زبان‌شناس هم هست دوره‌اش,0,0,0,0,0,0
17159,سه عکس برتر مسابقه دنیای کوچک نیکون که عکس‌های میکروسکوپی درش شرکت میکنن رتبه یک از Teresa Zgoda و Teresa Kugler که با کمک فلورسنس از جنین یک لاکپشت عکس گرفتند ,0,0,0,0,0,0
17160,زندگی یعنی خواهر کوچولوت کنارت بخوابه و آروم با صدای شیرینش خر و پف کنه ,0,0,0,0,0,0
17161,بر عن تاز بر تو می‌تازد,0,0,0,0,0,0
17164,چون ازت خوشم میاد بهت فحش نمیدم ,0,0,0,0,0,0
17170,"من رقص ماهی زلال پرست بودم
ولی اون شب نشینی خرچنگای مردابی دوس داشت",0,0,0,0,0,0
17172,امروز دختر مظلوم وزیر در دادگاه ویژه رسیدگی به جرایم اخلالگران و مفسدان اقتصادی حاضر شد. اما با چادر!! #شبنم_نعمت‌زاده #دختر_زیر_آبی,0,0,0,0,0,0
17175," .
     به جان ، می خواهمَ ت 
     جانا
             کجایی...

#عشقی",0,0,0,0,0,0
17176,یهویی میذارین میرین!؟ نمیگین ما بی‌جنبه‌ایم سریع جاتونو پر می‌کنیم!؟,0,0,0,0,0,0
17177, افزایش قیمت برق پس از افزایش قیمت بنزین مصطفی رجبی مشهدی؛سخنگوی صنعت برق ایران اعلام کرد از اولین روز سال شمسی آینده تعرفه برق همه مشترکان درایران۷ درصد افزایش خواهد یافت.مشترکان پرمصرف نیز علاوه بر۷ درصد همگانی ؛ ۱۶درصدافزایش #اعتراضات_سراسری,0,1,0,0,0,0
17180, کاش انقدر پول داشتم که جلوی همه شمارو میگرفتم و قول تضمین آینده خودتون و خانوادتون رو میدادم که سلامتتان به خطر نیفتد عزیزان…,0,0,0,0,0,0
17181, اسم نوید افکاری رفت کنار دختر آبی، ستار بهشتی، پویا بختیاری، ندا آقا سلطان، عزت ابراهیم‌نژاد، سعید زینالی، و تمام نام‌های…,0,0,0,0,0,0
17185,"@username وا چیشده
*وی هم نیز از غار اومده*",0,0,0,0,0,0
17186,از قضا توی ارثم قرص برنج هم داشتم!,0,0,0,0,0,0
17188,عزیزم شاید حرفت درست باشه ولی اصل قضیه هیچ تغییری نمیکنه واقعیت هم همینه دولت و سپاه اصلا ربطی به هم ندارن فقط سپاهه زحمت میکشه حالا ایشون اسمشو میگم حداقل ببرید,0,0,0,0,0,0
17196,اااای پسر چه زود میگذره‌. دختردایی ما هم زایید ,0,0,0,0,0,0
17199,پیام محمدی از رفقای رضا خ و بیژن بود، چقدر انسانیت به خرج دادی و اسمشو نوشتی. در حالیکه رضا گراز با یه اکانت به اسم مسیخ عکس کاورش نوشین جعفریه بدبخته که به اشتباه فکر میکردن تویی و براش پرونده ساخته بودن.,0,0,0,0,0,0
17202,و از قرار ما نمی دانستيم. نمی دانستيم كه سرو می گذرد و راه در تو به توی عشق می ماند. و تصوير كبوتری در شيشه می افتد كه از رازهای جهان باز می آيد. مرگ از قرار پاره سنگی بود و ما نمی دانستيم. پ.ن: دوازدهم بهمن سالروز مرگ #شاپور_بنیاد شاعر معاصر,0,0,0,0,0,0
17203," #تعویق_تمام_کنکور_های_سراسری 
میبینم که بعضیاتون اینجا هستید 
خاک تو سر داوطلبی که الان به جای تماس و پیام هشتگ بزنه تا ش…",0,0,0,0,0,0
17205,یاااا تو باید مواظب خودت باشیییی #EXO @username @username @username,0,0,0,0,0,0
17208,@username تعریف رجل سیاسی قراره در مجلس عندلابی تغییر کنه,0,0,0,0,0,0
17212, @username تا #آزادی_شارمین محکم‌ایستاده ایم,0,0,0,0,0,0
17214,#حسرت یه زندگی آدمیزادی حسرت خواستن و نتونستن حسرت نداشتن روحی آرام حسرت بی ایمان شدنم حسرت بی استرس زندگی کردن حسرت اینکه نتونستم تو رشته ای که دوست داشتم درس بخونم حسرت سلامتی حسرت خواب آرام و حسرت اینکه مثل برخی ها #پارتی و #سهمیه نداشتم که بتونم برای خووم کسی بشم,0,0,0,0,0,0
17217,اینو نگاه کردم دلهره گرفتم واقعا یک اشتباه مارو به این تباهی میکشونه و شاید بارها کشونده,0,0,0,0,0,0
17219,این دیگه رفته با طوطی شون بازی کرده، از گَر مَر ده بگذشته خَنَم خَنَما,0,0,0,0,0,0
17220,هزار تا شاااید و اما و اگر میشه گفت، هرکسی باید به وظیفه دینی و شرعی و انقلابی خودش عمل کنه !,0,0,0,0,0,0
17222,@username اول آخر پپ میره یه مربی با سبکه دیگه میاد بهتر نیست زودتر انجام شه,0,0,0,0,0,0
17224,ای بابا، این همه مدت الکی حرف زدم و توییت فاخر به زعم خودم نوشتم، شیم آو می...,0,0,0,0,0,0
17228,خب من بهت لقب میدم کیوت ,0,0,0,0,0,0
17231, همكارم متولد٦٥ متاهل دوتابچه و ٦ساله عسلويه كارميكنه و اخيرا دستوپاش شديد سِرشده رفته آزمايش داده معلوم شده اِم اِس پيش…,0,0,0,0,0,0
17232,همه الویت اولشون خودشونن. پس من چرا اینجوری نیستم؟ من بلدم حال همرو خوب کنم جز حال خودمو خودم,0,0,0,0,0,0
17233,من نمیدونم اینا چی کار دارن میکنن .یا امام زمان مردم فقط به خودت نیاز دارن .از شر فاسد و منافن دروغگو اول به خدا وبعد به امام زمان پناه میبرم,0,0,0,0,0,0
17234,آیا دقت داریم چرابااین همه دعاکردنها،ندبه خوندنها،دعای فرج خوندها باز هم امام زمان ما نمیاد.دلیلش اینه که قانون خداونداینه که دعایی درپیشگاه خداوندموردقبول واجابت واقع میشه که با اضطرارباشه خدایش یک بار برای ظهوربا اضطرار ومثل زمانیکه یک مشکل دنیایی داریم دعا کردیم. #دعای_مضطرانه,0,0,0,0,0,0
17236,آدم فکر میکنه دیگه برندی مثل شانل نباید احتیاج به این کارهای اضافه داشته باشه,0,0,0,0,0,0
17237,انشالله مبارک باشع و به پای هم پیر شین و امیدوارم فقد اسم بچه ها را انتخاب کرده باشین,0,0,0,0,0,0
17252,از این منظر عرض کردم ,0,0,0,0,0,0
17253,"به سلامتی تغییرات!
تو ماشین میشینی یه زن تو اخبار داره میگه آزار بسه.. تو جمعهای دوستانه حرف تغییر نسلیه که دارن یاد میگیرن رشد کنن و بپذیرن.. بزرگترها در مورد چیزهایی که عمری بهشون گفته شده بود درسته شک میکنن
تجاوز.. همجنسگرایی.. شغل زنان.. تغییر اصطلاحات سکسیستی.. مذهب و... www.link.com",0,0,0,0,0,0
17254,هشتگ نیاز نداره. خودش گویاست ولی اگه میخوای #تقارن . ,0,0,0,0,0,0
17256,به کوری چشم شما زباله‌های متعفن پادشاه قانونی ایران #شاهزاده_رضاپهلوی بزودی به خانه‌اش برمیگرده ولی امثال هرزه‌هایی مثل تو که همدست جنایتکاران هستید محاکمه و مجازات خواهید شد. #جاویدشاه #پاینده_ایران_پادشاهی,0,0,0,0,0,0
17258,خوشم میاد یه همچین قشری مثلا شدن طبیبان سنتی اونوقت بعضیا میان اینا رو با ترازوی پزشکی با پزشکا مقایسه میکنن,0,0,0,0,0,0
17259,شناسایی ملت حتی در خانه انها,0,0,0,0,0,0
17266,گل تو هلند مفته واقعا، باید ماکزیمم استفاده رو کرد :),0,0,0,0,0,0
17268, @username شهرام همایون  کاوه آهنگر زمان ماست رستم دستان وقهرمان ملی که نامش در کنار نام شاهنشاه عزیز وفقیدمان جاودان…,0,0,0,0,0,0
17276,دیگه الان جوری شده یکی سن و سالم رو میپرسه و با گفتن اینکه مجردم، باور نمیکنن و فکر میکنند دارم زیرآبی میرم :))) ,0,0,0,0,0,0
17291," دفاع مقدس، نوعی مهندسی دوباره در ایجاد سیستم ها بود که،در آن ساخت سازمانی از هرم گونگی اش به گستره گرایی انجامید.

شهدا…",0,0,0,0,0,0
17292," اولین لایوی ک از اعضا تونستم ببینم لایو لیدری بود و الان تمام اون لحظه ها تمام اون ذوق کردنام یادم اومد ^^
#SUHOBestKpopLeade…",0,0,0,0,0,0
17293,متاسفانه دیشب برای خرید مایحتاج ضروری رفتم توی خیابون،اقا هیشکی جدی نگرفته بخدا،هیشکی رعایت نمیکنه، همه توی خیابون بودن با زن وبچه، دلم برای ادمای بیگناه میسوزه که دارن قربانی این نادان ها میشن،شما را بخدا رعایت کنین مردم,0,0,0,0,0,0
17298,تجديد ارزيابي ميشه حيات خلوته مديران شركتها. حالا حالا وقت دارن براي انجام بنابراين تا قبلش بارها روي سهم نوسان ميگيرن با تاييد و تكذيب اخبار و در نهايت وقتي همه سهامداران خودي شدن افزايش رو عملياتي ميكنند!,0,0,0,0,0,0
17299," بکهیون : حق ندارین بهم بخندین! تا فرصتش گیر میاد میشینین بهم میخندین آره؟!
ولاهی من نمیخواستم بخندم..خودت نزاشتی😂😂

#BAE…",0,0,0,0,0,0
17300,عرازشه یه هشتک راه انداختن بنام مکتب رائفی پور رائفی پور خودش بزرگ شده مکتب توسی آره از اون لحاظ ,0,0,0,0,0,0
17302, خیلی زودتر از چیزی که فکرشو بکنم، پادکستم یعنی تکچی، یک ساله شد! 46 اپیزود در این یک سال منتشر کردم، و حالا تو اپیزود 46ا…,0,0,0,0,0,0
17304,بيكوز سام ثينجز چاست بيلونج تو تراش... ,0,0,0,0,0,0
17307,اگه شیمی درمانی میشه که نمیتونه شیر بده ,0,0,0,0,0,0
17308,برو تو اشپز خونه ی لیوان استیل بردار بنداز کف اشپز خونه عشقولاته چینی برات گفتم,0,0,0,0,0,0
17314,مبارک باشه به سلامتی و خوشی ,0,0,0,0,0,0
17320,جانم در خدمتم منو. صدا زدین,0,0,0,0,0,0
17346,رابطه های خوب با حرفـــهای قشنگ شروع می شه... ولی با رفتارهای درست دوام پیدا می کنه ... بیشتر آدمها اولش رو خیلی خوب بلدن ولی در ادامه پُر از اشتباهند...,0,0,0,0,0,0
17349,کرونا هم رسید به مادرید و من هنوز سانتیاگو برنابئو رو از نزدیک ندیدم,0,0,0,0,0,0
17353,"بهم میگه تو مامان مهربونی میشی:'
دلم قیلی ویلی میره"":'
ولی کاش جدی مامان یه دختر کوچولوی قشنگِ لاغر و قد بلند بشم:')",0,0,0,0,0,0
17356, فقط بازگشت به مشروطه  #رستاخیز_ملی_با_پهلوی,0,0,0,0,0,0
17359,:)) حاجی صب قبل از طلوع آفتاب دوتا نفس عمیق تو اون مملکتی که ساختین بکشی خودت ور می‌افتی... نیازی نیست من براندازیت بکنم.,0,0,0,0,0,0
17361,@username من از همینجا فحش میدم بهش😢❤️,0,0,0,0,0,0
17374,والا من اگر بفهمم از کی خوشم میاد خیلی خوب میشه، اما در کل از کسی که ناشناس میاد و موزیک خوب نمیفرسته و چرت و پرت میگه مطمئنا تو تاپیک خوش اومدن نیست,0,0,0,0,0,0
17376," وقتی کلمات ""آخوند"" و ""دماوند"" رو در یک جمله خبری میشنوم، دلم میخواد متن جمله این باشه که ""آخوندی را از قله دماوند به پا…",0,0,0,0,0,0
17378,در بهمن سال ۹۶ مدیرعامل شرکت ارتباطات سیار برای سفر «آذری جهرمی» به بیرجند هواپیمای اختصاصی اجاره کرده است. وی برای اجاره هواپیمای مذکور از شرکت ماهان دستور پرداخت مبلغ یک میلیارد و سیصد میلیون ریال از بودجه همراه اول را صادر کرده است. #حق_الناس بزنه به کمرت,0,0,0,0,0,0
17380,به عید عیدت پیشاپیش مبارک ,0,0,0,0,0,0
17382,وقتی جلو دوستات میخوای کلاس بزاری و بدون نگاه به قیمت سفارش میدی و بعد قیمت رو میفهمی.,0,0,0,0,0,0
17384,شما ندیدی؟ من تو اسپرسو هم شکر میریزم. اصن اسپرسو با عسل که جزو علاقه‌های اصلیمه. این فاز نو شوگر انی وی رو بیخیال بشید. کار عرفیه؛),0,0,0,0,0,0
17385," برخی می‌گویند مسأله شفافیت چه ارتباطی با اقتصاد دارد؟ 
بسیاری از قراردادهای اقتصادی مسخره‌ای که این دولت با اروپا داشت،…",0,0,0,0,1,0
17387,طفلی برادر زاده ام از بس تکلیف انجام میده دلم براش میسوزه ,0,0,0,0,0,0
17398,"@username ۴- برای طراحی #لوگو معمولا مهمترین بحث در خصوص #چشم_انداز و #رسالت یک سازمان اصل قرار می گیرد خصوصا وقتی یک سازمان اجتماعی، سیاسی وفرهنگی است این شاخص بسیار مهم است.
۵- رنگ سازمانی وتعریف رنگ درلوگو باید توانایی برندسازی درسازمان راداشته باشدکه این توانایی در رنگ لوگو دیده نمیشود",0,0,0,0,0,0
17399,شبیه کسایی که به عقده اوتیپ دچار هستند توییت میکنید.,0,0,0,0,0,0
17400,خایه مال خایه ماله چه فرقی داره کیرته,0,0,0,0,0,0
17402,خانه آباد توام ای همه ابادی من باش فقط #فقط_تو,0,0,0,0,0,0
17406," زمانی که استقلال حرمت داشت 💙👑
#جاویدشاه 
#SaveNavidAfkari www.link.com",0,0,0,0,0,0
17410,نه واقعاً :)) ٢-١ تو برنابئو باختيم، سيتيم كم تيمى نيست كه. خيلى بايد زور بزنيم، احتمالش پايينه.,0,0,0,0,0,0
17411,امرووووز که محتاج توأم جای تو خالیست فردا که میاااایییی به سراغم نفسییی نیست در من نفسیییی نیست نفسییی نیست در خانه کسیییییییییی نیست مکن امروز را فردا بیا با مااا که فردایییی نمیماند که از تقدیر و حال ما در این دنیا کسی چیزییی نمیدااااااااننند ,0,0,0,0,0,0
17414," من و تو یکی دیدگانیم
که دنیا را هر دم در منظر خویش
تازه ‌تر می‌سازد

#احمد_شاملو www.link.com",0,0,0,0,0,0
17415,اینم خوب میشه اوایل کرونا دید چیپ شده گذاشت یه موقعی اعلام کنه کسی شک نکنه وگرنه کرونا گرفتن بین اینا هنوز مد هست,0,0,0,0,0,0
17419,برو بخواب از 12 گذشته,0,0,0,0,0,0
17423,امام مَهدی(عج): دانش، دانشِ ماست، از کفرِ کافر، گزندی بر شما نیست. #ThePromisedSaviour,0,0,0,0,0,0
17425,عه ؟ من باس ۸ پاشممم ,0,0,0,0,0,0
17426,من که تو اینترنت زده بودم اینو آورد نمی دونم شاید سایته اشتباه کرده بود ,0,0,0,0,0,0
17429,ایرانی هم گفته؟؟ اون خارجی بود به من گفتن ,0,0,0,0,0,0
17436,"٦/١١ چه می شد اگر ما هروقت میگفتیم ""ترک هستیم، ما تاریخ و زبان مشخصی داریم.”ما را بدون سوال و جواب به زندان میانداختند. چه می شد اگر در شهرهای بزرگی مانند آنکارا، استانبول وغیره ما دائماً مورد آزار و اذیت پلیس، باصطلاح ""تیم های ویژه"" قرار میگرفتیم و مرتباً با ما بدرفتاری میکردند",0,0,0,1,0,0
17450," #صياد_دلها خارِ چشم منافقين بود
تيرها را از روى كينه #عمليات_مرصاد بر بدنش نواختن www.link.com",0,0,0,0,0,0
17451, درک کردن، همان آسیب دیدن است. از آن‌جا که حقیقت بسیار بی‌رحم است هرچه بیشتر بدانی، بیشتر آسیب خواهی دید .,0,0,0,0,0,0
17454,@username من اینو می‌خواستم تست کنم، ورود با توییترش یوزر و پسورد می‌خواست.,0,0,0,0,0,0
17457,میخوام ۵۰ سالگی ۵ تا زن بگیرم,0,0,0,0,0,0
17461,هنوز کسی فوتی نکرگه ولی ممنونم کسری گیان,0,0,0,0,0,0
17462,بعععله بععله در جریانم ,0,0,0,0,0,0
17463,دلارام شبیه به زندانیان سیاسی عقیدتی در ایران شده ، حق خروج از ترکیه رو نداره علی رغم اینکه باید حتما درمان بشه ! درمانش در ترکیه امکان پذیر نیست ! صدای دلارام باشیم درمان و بهبود حق دلارام هست #DelaramNeedsACureASAP ,0,0,0,0,0,0
17464,آخه چرا نمیشه منشن‌های توییتر رو بست؟ #پیشاپیش‌ازاینکه‌راهکارارائه‌نمی‌دیدممنونم,0,0,0,0,0,0
17469, زمانی که آرمی ها با یه بادمجون به سمت اتاقشون میرفتن متوجه میشن که فاک یور سلف نبوده فانکی سانگ بوده :),0,0,0,0,0,0
17471,خب از ساعت ٩ شب بخور ك زود تاثير بذاره بعد نصفش رو بخور يه قرص با دوز پايين بخر بذار تا فردا قرص هم بهت معرفي ميكنم ,0,0,0,0,0,0
17473,@username همون طور که دارم میرم مسواک بزنم شمام پاشو صورتتو بشور,0,0,0,0,0,0
17479,نه بابا :)))) موهای فر خیلی خوبه کلا. من موهای صاف هم دوست دارم اما نه برای هودم :),0,0,0,0,0,0
17480,ادما رو نصف نیمه تموم نکنین برای پر کردن اون نصف دیگه روزی ده بار خودشونو دار میزنن :),0,0,0,0,0,0
17481,طالبان به برگزاری مراسم تحلیف ریاست جمهوری همزمان «اشرف غنی» و «عبدالله عبدالله» در کابل واکنش نشان داده و آن را مضر عنوان کرده است. www.link.com,0,0,0,0,0,0
17488,@username @username @username خب این تا کجا پیش می‌ره، تا جایی که نقدینگی متناسب با کالای موجود در جامعه باشه و از اونجا به بعد قیمت‌ها واقعی میشه,0,0,0,0,0,0
17492,ی پورن ایرانی داشتم میدیدم وسط سکس شوهر زنه زنگ میزنه میگه صدات چرا گرفته.زنه میگه روضه بودم داشتم گریه میکردم :))))),0,0,0,0,0,0
17498,آدم هرچیز و که میبینه ،نباید نسبت عام بهش بده و بگه که !!!!!!,0,0,0,0,0,0
17503,@username سرچ کن چه فارسی چه انگلیسی تمپلت های آماده میاد ازونا استفاده کن,0,0,0,0,0,0
17509, ببینید مشکل دولت چیه با دهه شصتیا چرا دولت می خواد تو دکترا قسمتی رو کشتار کنه #سلامت_دانشجو ‌  #لغو_فوری_دکتری www.link.com,0,0,0,0,0,0
17514, #جهان #ایران مراسم چهارشنبه سوری در آلبانی اشرف ۳ #آلبانی #اشرف۳ #سال_سرنگونی #کروناویروس,0,0,0,0,0,0
17523,@username میدونم، امیرالمومنین اولیا الله بود و میدونست چی پیش خواهد امد، کسی از اولیا بما نگفته بهتر از حاج قاسم نخواهد اومد...,0,0,0,0,0,0
17528,"با آرزوی موفقیت برای کنکوریای عزیز
به عنوان یه مشاور درسی از من یه نصیحتو یادتون باشه
موفقیت به دانشگاه و معدل نیست
و تو دانشگاه براتون نریدن

یادتون نره...",0,0,0,0,0,0
17529,درست نباید به خاطر دیگران و حرف هاشون خودمون رو اذیت کنیم,0,0,0,0,0,0
17532,"خداوکیلی تو تولداتون خیلی سکسی میشین...با نیم تنه.شورتک.حجم بالایی سینه و باسن........
انوقت من، یه ماه دیگه تولدمه میبینین.
احتمالا با شلوار گل گلی و تیشرت داداشم از توالت بیام بیرون شمعامو فوت کنم...
البته اگه خانواده یادشون باشه برام کیک و شمع بگیرن.. www.link.com",0,0,0,0,0,0
17533,ميرم با ارايش بخوابم شبم بخير فردا صب با روبالشتي قرمز و سياه چه كنم ,0,0,0,0,0,0
17536,اون زمانی که داعش تا نزدیکی کربلا رسیده بود همه مردم عاشقانه برای زیارت اربعین میرفتن حالا که کل منطقه دست جبهه مقاومت هست و حشدالشعبی و نیروهای انقلابی عراق همگی امنیت عراق رو به عهده دارن غیر ممکن است که از پیاده روی اربعین بگذریم #حب_الحسین_یجمعنا,0,0,1,0,0,0
17537,حتی خودشونم میدونن احمقانست منتهی میگن اگه نکنیم حرف در میارن,0,0,0,0,0,0
17542,مگه گیلکی از خا استفاده میکنی ,0,0,0,0,0,0
17543,میبینی مریم پسر به این خوبی یه گوشه افتاده مورد بی توجهی قرار گرفته :'(,0,0,0,0,0,0
17545,دلم میخواد بیام از تک تکتون بپرسم از چی می‌ترسید که به فکر براندازی نمیوفتید؟؟؟,0,0,0,0,0,0
17546,منو با این رفیقای خول و چلم تو یه خونه قرنطینه میکردن حوصلم سر نمیرفت,0,0,0,0,0,0
17554,صدا وسیما فرودگاه ها مراکزسپاه البته دوست دارم خودمون کارشون بگیریم ولی حالا که برادران امریکایی اصراردارن مشکلی نیست,0,0,0,0,0,0
17556,خیلی مشکل داره. جار زدن نداره خوش گذشتن تو روزایی که همه ناراحتن,0,0,0,0,0,0
17558,دلتون میاد ما که میام ولایت به عنوان سوغاتی میبریم ,0,0,0,0,0,0
17559,در این #رشتو می‌پردازم به اتفاقاتی که امروز بر من گذشت. دقت کنید و گوش بگیرید که همیشه از این خبرا نیست.,0,0,0,0,0,0
17561,بیین قدر من رو بدون ، نسلم دیگه منقرض شده ، خوب از من نگهداری کن ,0,0,0,0,0,0
17562, اقای روحانی ، از جناب نمکی بپرسید چطور توی یک روز ، در ۹۰۰ شهر ایران، به ازای هر یک حوزه امتحانی ، ۴حوزه جدید پیدا کرد…,0,0,0,0,0,0
17565,انگاری ادما با هم فرق ندارن فقط ما اصرار داریم متفاوت ببینیمشون ,0,0,0,0,0,0
17567,"محمد دارابی‌فر نوازنده و آهنگسازه. امروز دوتا بیکلام ازش شنیدم به نام‌های ""اندوه هزار ساله"" و ""درون ما"" و باید بگم کرک و پرم. اگه به بیکلام علاقه‌مندین بشنوین حتما و اگه پیدا نکردین بهم ناشناس بدین.",0,0,0,0,0,0
17568,چشمم از تابش به تو بر نمیداره.,0,0,0,0,0,0
17572,شاید تو ترکیدی خودت نمیدونی ,0,0,0,0,0,0
17583,@username اون راه دیگه هم داره، تو اهلش نیستی! :)),0,0,0,0,0,0
17588,جشنواره وب و موبایل ۹۸ در شیراز دیجیتال_مارکتینگ#جشنواره_وب_موبایل#شیراز#,0,0,0,0,0,0
17592,آمنه سادات مال من، آمنه سادات ذبیح پور,0,0,0,0,0,0
17593,"@username این کسی که این مشورت بهتون داده یا خواسته باهاتون شوخی کنه یا خواسته هویتتون شناسایی کنه یا خیلی از توییتر سر در نمی اورده
اگر چندتا اکانت داشته باشی یا زیاد منشن بدی یا زیاد ریت فیو بزنی لیمیت یا شادوبن میشی",0,0,0,0,0,0
17594,به عشق کشور عزیزم ایران در راهپیمایی 22 بهمن می آییم #فجر_سلیمانی,0,0,0,0,0,0
17596,ببخشید تحلیل‌هاش مثل عباسی نیست. فقط مراقب باش میگند ساندیسهای جدید بی کیفیته,0,0,0,0,0,0
17604,مگه چن کیلو گردو خوردی که اینجور شدی؟,0,0,0,0,0,1
17608,@username انشاالله که مشرف بشی یک حالی داره که به زبان نمیشه آورد آلان گریه ام گرفت,0,0,0,0,0,0
17615,کار یکی دیگه اس سودش مال یکی دیگس ، من پیگیری میکنم چرا ؟ چون فک میکنم رفیقه ، منم که خر رفیق,0,0,0,0,0,0
17618,اوهوم. میخواستم بگم روح کیلویی چند، ولی بهتره بگم بچه کیلویی چند ,0,0,0,0,0,0
17619,لیتل اکتیو نیک نیمیه که هم کلاسیای دانشگاه بهم دادن هرمیونی هم برای دوره دبیرستانمه این دوتا اسم مونده روم کلا #EXO @username @username @username,0,0,0,0,0,0
17624,با فیصله دادن به این موضوع، آیا تو دوره بعد هم شرکت میکنید؟,0,0,0,0,0,0
17627,تنها حالتي كه ميتونم با آدما به مشكل برنخورم اينه كه باهاشون هيچ ارتباطي هم نداشته باشم.,0,0,0,0,0,0
17628,@username آخه من با اسم و عکس واقعی خودم هستم,0,0,0,0,0,0
17631,بارون خیلی شدید میزنه به شیشه چقد این صدارو دوست دارم :) @username @username @username,0,0,0,0,0,0
17632," گمان نمی‌کنم در تاریخ فوتبال ایران، ستاره‌ای به اندازه علی کریمی دم‌خور با فاسدین اطراف فوتبال بوده باشد.
تقریباً می‌شود ب…",0,0,0,0,0,0
17638,اگر لطف کنید و نسخه نرم‌افزاری اش را برایم بفرستید، چون اینجا در دسترس نیست. چشم به راه نوشته‌های بیشتر تان هستیم.,0,0,0,0,0,0
17640,شما دستاتونومیشورین ؟ الان عاطی اومد برام کیوی پوست بکنه کلی ابلموش کرد بعد از دستش افتاد رو فرش برداشت فوتش کرد بعد با دست پاکش کرد :| اخرشم من خوردمش:|| راست میگم منشا کثیفیا خوابگاست,0,0,0,0,0,0
17642,مثل بعضی از این دهه شستیا نیستن که هنوز هیچی رو تجربه نکردن ,0,0,0,0,0,0
17645,آره، پرایدای این چند سال اخیر با بنزین سوپر خیلی بهتر کار میکنه,0,0,0,0,0,0
17646," تقی رحمانی
ن‌گ‌ا‌ی‌ی‌د‌م

گوه تو اراذل ۵۷تی

تا ابد #جاویدشاه www.link.com",0,0,0,0,0,0
